,PRD_SEQ,STAR,USER_ID
13526,136,4,27
13003,131,3,4
7964,80,4,65
5086,51,2,87
7482,75,1,83
17742,178,1,43
13792,138,4,93
766,8,3,67
13600,137,4,1
3782,38,2,83
17665,177,1,66
9336,94,3,37
18903,190,1,4
10702,108,2,3
12749,128,3,50
10465,105,1,66
2860,29,1,61
1221,13,1,22
14465,145,4,66
4864,49,1,65
12023,121,1,24
14028,141,1,29
12133,122,3,34
4924,50,5,25
4532,46,2,33
1672,17,3,73
16803,169,4,4
14651,147,2,52
19396,194,5,97
4055,41,3,56
6952,70,2,53
14881,149,3,82
10000,101,3,1
18869,189,4,70
10467,105,1,68
14615,147,4,16
12406,125,1,7
16155,162,1,56
10237,103,4,38
15211,153,1,12
12456,125,3,57
18710,188,3,11
9487,95,4,88
13938,140,2,39
12030,121,4,31
4317,44,2,18
9980,100,2,81
18212,183,3,13
7385,74,1,86
5519,56,2,20
858,9,2,59
15327,154,4,28
4439,45,1,40
9033,91,3,34
7875,79,4,76
595,6,3,96
17618,177,1,19
8804,89,2,5
7799,78,4,100
9186,92,2,87
10970,110,2,71
9746,98,3,47
15739,158,3,40
1951,20,2,52
9120,92,1,21
16457,165,4,58
14332,144,2,33
15001,151,3,2
6944,70,2,45
9965,100,2,66
7830,79,2,31
2513,26,4,14
6732,68,1,33
5559,56,4,60
19854,199,1,55
7860,79,2,61
17300,174,2,1
11027,111,4,28
4700,48,4,1
17839,179,1,40
2233,23,1,34
11242,113,2,43
10296,103,3,97
18816,189,1,17
7956,80,2,57
1176,12,3,77
12923,130,3,24
16129,162,3,30
12902,130,3,3
9215,93,3,16
11490,115,2,91
11961,120,1,62
15031,151,1,32
14854,149,4,55
16684,167,2,85
4241,43,3,42
5424,55,3,25
7447,75,2,48
3401,35,4,2
7492,75,1,93
16308,164,3,9
1550,16,3,51
1009,11,4,10
14925,150,1,26
15578,156,4,79
10929,110,3,30
16797,168,1,98
5095,51,2,96
648,7,4,49
14416,145,1,17
11054,111,3,55
4975,50,1,76
727,8,3,28
16007,161,2,8
13118,132,1,19
8742,88,3,43
8169,82,4,70
14352,144,1,53
6860,69,4,61
331,4,4,32
7027,71,1,28
13077,131,4,78
8699,87,1,100
211,3,4,12
19147,192,3,48
17487,175,5,88
6343,64,4,44
1781,18,3,82
14798,148,3,99
3543,36,4,44
1438,15,3,39
10707,108,3,8
2868,29,2,69
2434,25,3,35
6830,69,3,31
4792,48,2,93
9420,95,3,21
19617,197,3,18
19774,198,2,75
6475,65,2,76
9506,96,3,7
15247,153,4,48
13443,135,3,44
14581,146,3,82
13297,133,1,98
12,1,1,13
11981,120,1,82
818,9,4,19
10976,110,2,77
19699,197,2,100
8184,82,3,85
9896,99,4,97
453,5,4,54
14664,147,4,65
19704,198,2,5
9848,99,1,49
3457,35,3,58
17593,176,2,94
18332,184,1,33
659,7,4,60
18690,187,1,91
19006,191,1,7
11100,112,2,1
17244,173,3,45
940,10,1,41
2739,28,1,40
9604,97,1,5
12965,130,2,66
15704,158,3,5
18428,185,1,29
15666,157,4,67
19556,196,2,57
4071,41,4,72
1400,15,3,1
7690,77,3,91
8222,83,1,23
8123,82,1,24
6363,64,3,64
5796,58,4,97
3677,37,2,78
6566,66,2,67
17825,179,2,26
13810,139,1,11
10967,110,4,68
11812,119,2,13
13664,137,3,65
5188,52,4,89
14623,147,1,24
1108,12,3,9
17533,176,2,34
10308,104,3,9
3229,33,3,30
12920,130,1,21
15460,155,1,61
13714,138,4,15
11511,116,2,12
16408,165,4,9
5835,59,1,36
4326,44,1,27
15092,151,1,93
1779,18,1,80
2553,26,2,54
2686,27,4,87
1040,11,2,41
18757,188,4,58
1563,16,2,64
17012,171,1,13
555,6,3,56
3071,31,3,72
16686,167,4,87
4474,45,1,75
7529,76,3,30
15279,153,2,80
17859,179,2,60
14787,148,1,88
14644,147,3,45
1416,15,3,17
14238,143,2,39
17495,175,1,96
13366,134,5,67
4601,47,3,2
9410,95,2,11
14445,145,2,46
7961,80,1,62
7399,74,1,100
19252,193,1,53
10405,105,4,6
1238,13,1,39
3735,38,3,36
8961,90,3,62
12131,122,3,32
10303,104,2,4
19600,197,2,1
10057,101,2,58
17827,179,2,28
17782,178,1,83
12554,126,1,55
9019,91,4,20
10894,109,3,95
17832,179,1,33
28,1,1,29
15855,159,2,56
355,4,2,56
9621,97,3,22
3170,32,3,71
19635,197,1,36
17035,171,3,36
18129,182,2,30
19658,197,1,59
8524,86,2,25
5643,57,2,44
6865,69,4,66
14707,148,1,8
13359,134,2,60
3675,37,2,76
4224,43,1,25
964,10,3,65
6749,68,1,50
120,2,1,21
6794,68,3,95
4228,43,1,29
5579,56,1,80
328,4,2,29
4710,48,3,11
3281,33,1,82
2370,24,1,71
5522,56,3,23
2544,26,1,45
13559,136,2,60
18958,190,4,59
11077,111,2,78
16569,166,4,70
10871,109,3,72
2178,22,2,79
4898,49,3,99
5153,52,3,54
1209,13,2,10
12955,130,1,56
17333,174,1,34
12919,130,2,20
3123,32,3,24
78,1,3,79
9736,98,3,37
14158,142,3,59
3766,38,3,67
18853,189,4,54
16709,168,1,10
19293,193,2,94
10892,109,4,93
600,7,3,1
9137,92,3,38
4550,46,4,51
943,10,3,44
18095,181,3,96
13753,138,1,54
17257,173,3,58
14830,149,2,31
9314,94,1,15
16185,162,1,86
15419,155,2,20
1561,16,3,62
4869,49,1,70
10189,102,3,90
6213,63,3,14
13123,132,3,24
4541,46,2,42
1782,18,3,83
12270,123,4,71
1095,11,2,96
5544,56,2,45
1946,20,4,47
15400,155,1,1
19269,193,2,70
18503,186,3,4
677,7,2,78
10797,108,3,98
6789,68,3,90
1392,14,2,93
10661,107,4,62
752,8,2,53
15508,156,3,9
3737,38,2,38
2976,30,1,77
6694,67,1,95
3215,33,2,16
14574,146,1,75
9969,100,1,70
1770,18,3,71
19120,192,4,21
16547,166,1,48
10912,110,4,13
11675,117,4,76
3022,31,4,23
5401,55,2,2
7856,79,2,57
11204,113,2,5
10100,102,1,1
6875,69,3,76
13739,138,4,40
5191,52,2,92
4619,47,3,20
17178,172,1,79
15040,151,1,41
14014,141,2,15
16271,163,4,72
8719,88,1,20
14272,143,3,73
13553,136,2,54
8146,82,3,47
7968,80,3,69
4264,43,1,65
13735,138,2,36
10652,107,4,53
6825,69,4,26
8113,82,3,14
10111,102,1,12
701,8,1,2
6170,62,1,71
12019,121,2,20
8159,82,3,60
6870,69,4,71
18623,187,3,24
4423,45,4,24
6862,69,2,63
6986,70,2,87
4868,49,4,69
9490,95,2,91
4376,44,3,77
15611,157,4,12
9544,96,3,45
2926,30,2,27
15488,155,2,89
9825,99,1,26
9479,95,1,80
8733,88,3,34
17417,175,2,18
18133,182,1,34
4350,44,2,51
14182,142,2,83
3697,37,2,98
2013,21,4,14
19623,197,4,24
15518,156,1,19
17254,173,2,55
5677,57,3,78
12268,123,2,69
13889,139,1,90
2147,22,2,48
8788,88,1,89
2705,28,1,6
18172,182,1,73
10086,101,3,87
14593,146,3,94
9699,97,1,100
15817,159,1,18
10955,110,3,56
12635,127,2,36
6841,69,4,42
10427,105,2,28
810,9,4,11
5317,54,1,18
13517,136,2,18
312,4,3,13
2073,21,3,74
9730,98,1,31
17399,174,4,100
17168,172,4,69
7734,78,3,35
885,9,3,86
9669,97,3,70
1790,18,3,91
13371,134,1,72
13601,137,2,2
10200,103,3,1
3454,35,4,55
8874,89,2,75
3895,39,1,96
18006,181,3,7
16903,170,2,4
18340,184,4,41
8249,83,2,50
19033,191,2,34
8012,81,4,13
12213,123,4,14
10591,106,3,92
14558,146,3,59
18840,189,4,41
15189,152,3,90
7925,80,3,26
1468,15,2,69
9608,97,4,9
470,5,1,71
10550,106,4,51
2722,28,3,23
5419,55,1,20
12560,126,2,61
19221,193,2,22
18473,185,3,74
14426,145,4,27
6041,61,1,42
2744,28,4,45
4569,46,4,70
12105,122,1,6
12256,123,2,57
2161,22,4,62
17799,178,3,100
4674,47,3,75
7456,75,3,57
9247,93,1,48
18800,189,4,1
14975,150,4,76
17278,173,2,79
12911,130,2,12
10116,102,4,17
6379,64,4,80
13815,139,3,16
17383,174,3,84
3876,39,3,77
1075,11,3,76
9307,94,3,8
3936,40,3,37
11725,118,1,26
18502,186,1,3
18659,187,2,60
7141,72,3,42
11224,113,1,25
4207,43,3,8
6713,68,3,14
9747,98,2,48
9644,97,1,45
2149,22,2,50
8511,86,3,12
13504,136,2,5
10114,102,2,15
9485,95,2,86
74,1,2,75
15786,158,1,87
19858,199,2,59
7339,74,3,40
16699,167,4,100
16801,169,1,2
10321,104,3,22
12477,125,1,78
14733,148,3,34
17116,172,1,17
18537,186,3,38
18697,187,4,98
2509,26,2,10
7281,73,1,82
9244,93,1,45
14044,141,1,45
16626,167,1,27
4067,41,4,68
9648,97,5,49
13462,135,3,63
17869,179,3,70
11434,115,2,35
3145,32,4,46
13535,136,3,36
13984,140,1,85
14556,146,4,57
11600,117,3,1
12281,123,2,82
5131,52,3,32
7926,80,2,27
17729,178,4,30
17944,180,3,45
540,6,4,41
4235,43,4,36
5507,56,3,8
17125,172,2,26
11857,119,1,58
15115,152,2,16
14672,147,3,73
11560,116,3,61
754,8,3,55
13352,134,1,53
16844,169,1,45
2542,26,3,43
6073,61,4,74
15975,160,4,76
12804,129,4,5
5218,53,2,19
12786,128,2,87
19872,199,1,73
237,3,3,38
4271,43,1,72
5875,59,1,76
6657,67,4,58
100,2,5,1
15803,159,3,4
18885,189,1,86
15680,157,2,81
16757,168,4,58
5362,54,4,63
4766,48,3,67
7503,76,2,4
15126,152,3,27
8793,88,4,94
15621,157,2,22
1308,14,2,9
1582,16,4,83
18134,182,3,35
2431,25,2,32
1044,11,1,45
17647,177,4,48
9749,98,4,50
5009,51,3,10
18714,188,1,15
1487,15,4,88
7633,77,1,34
10931,110,2,32
18198,182,1,99
10307,104,2,8
5795,58,3,96
5491,55,3,92
16829,169,1,30
618,7,2,19
3799,38,2,100
11797,118,2,98
16597,166,3,98
11588,116,1,89
1600,17,4,1
16623,167,3,24
1849,19,4,50
9807,99,1,8
1752,18,1,53
14234,143,3,35
2040,21,3,41
2083,21,2,84
7965,80,2,66
14706,148,2,7
546,6,3,47
6199,62,1,100
17321,174,3,22
15668,157,1,69
1356,14,3,57
5147,52,4,48
17319,174,1,20
8867,89,2,68
10737,108,3,38
19316,194,4,17
12191,122,4,92
10694,107,4,95
6014,61,3,15
7169,72,1,70
175,2,2,76
19546,196,4,47
2208,23,4,9
18605,187,2,6
17758,178,2,59
3787,38,3,88
10417,105,3,18
15535,156,2,36
14137,142,4,38
9318,94,3,19
13632,137,2,33
19538,196,2,39
17137,172,1,38
2441,25,3,42
12446,125,2,47
1322,14,1,23
1603,17,3,4
9945,100,2,46
8014,81,1,15
10944,110,3,45
4065,41,1,66
1294,13,2,95
2000,21,3,1
16887,169,1,88
2063,21,1,64
1507,16,5,8
16808,169,1,9
1559,16,4,60
14575,146,3,76
5577,56,1,78
12295,123,3,96
12578,126,1,79
10688,107,1,89
13066,131,3,67
12437,125,1,38
17780,178,3,81
5611,57,3,12
17440,175,3,41
5335,54,4,36
9546,96,2,47
19644,197,3,45
4141,42,3,42
7938,80,1,39
3549,36,2,50
6016,61,4,17
6906,70,4,7
14054,141,4,55
12224,123,3,25
6720,68,4,21
1235,13,3,36
16814,169,2,15
18204,183,3,5
10643,107,4,44
18920,190,3,21
2251,23,2,52
9217,93,2,18
3670,37,4,71
13707,138,1,8
15502,156,4,3
12434,125,2,35
19815,199,1,16
8505,86,2,6
17075,171,2,76
14032,141,3,33
9909,100,4,10
18256,183,2,57
947,10,2,48
11689,117,1,90
6985,70,2,86
15991,160,1,92
2970,30,1,71
14910,150,2,11
14127,142,3,28
3885,39,1,86
19624,197,4,25
17619,177,3,20
14792,148,2,93
11910,120,2,11
6697,67,1,98
12365,124,1,66
13042,131,2,43
17378,174,2,79
11079,111,4,80
17935,180,4,36
7131,72,3,32
6058,61,4,59
1840,19,1,41
12210,123,1,11
1564,16,1,65
3673,37,3,74
19459,195,3,60
4311,44,2,12
4698,47,3,99
10750,108,4,51
3320,34,3,21
5192,52,3,93
10464,105,1,65
4468,45,1,69
4773,48,2,74
6575,66,2,76
16461,165,2,62
4709,48,3,10
847,9,2,48
12916,130,2,17
838,9,4,39
8740,88,4,41
11125,112,4,26
7532,76,3,33
16746,168,2,47
7759,78,4,60
4597,46,3,98
9609,97,3,10
5785,58,1,86
19934,200,4,35
18262,183,1,63
19385,194,1,86
604,7,1,5
17270,173,1,71
10270,103,3,71
17537,176,1,38
7225,73,3,26
2311,24,5,12
14640,147,3,41
13627,137,3,28
1982,20,1,83
8391,84,2,92
8677,87,4,78
11462,115,1,63
5728,58,5,29
2823,29,1,24
4551,46,2,52
5336,54,4,37
11437,115,1,38
4453,45,2,54
8186,82,1,87
12093,121,2,94
11353,114,3,54
3749,38,1,50
17894,179,1,95
13581,136,2,82
8001,81,2,2
18103,182,2,4
10986,110,1,87
11574,116,4,75
16645,167,4,46
9079,91,2,80
524,6,2,25
16792,168,1,93
9139,92,4,40
8450,85,4,51
19887,199,1,88
18388,184,2,89
15101,152,4,2
122,2,1,23
4366,44,1,67
13114,132,2,15
13202,133,1,3
2302,24,3,3
7397,74,2,98
11609,117,1,10
17379,174,3,80
5820,59,2,21
9197,92,1,98
11652,117,3,53
12381,124,3,82
17346,174,1,47
8880,89,2,81
3055,31,3,56
3566,36,2,67
48,1,2,49
10324,104,4,25
501,6,2,2
3185,32,4,86
13717,138,4,18
229,3,2,30
16827,169,3,28
12193,122,2,94
2824,29,4,25
8772,88,4,73
15051,151,4,52
3007,31,3,8
14023,141,2,24
4305,44,2,6
19563,196,1,64
1074,11,3,75
10942,110,3,43
15318,154,2,19
17677,177,2,78
7653,77,1,54
7210,73,1,11
2944,30,1,45
12656,127,1,57
10910,110,2,11
15184,152,2,85
17326,174,1,27
8638,87,3,39
10362,104,4,63
4433,45,1,34
14726,148,3,27
4161,42,2,62
3117,32,4,18
17598,176,1,99
6878,69,1,79
17351,174,3,52
10260,103,3,61
11232,113,1,33
5322,54,2,23
14617,147,4,18
17074,171,3,75
2419,25,1,20
18771,188,4,72
17220,173,2,21
7170,72,2,71
14855,149,4,56
14299,143,1,100
1017,11,3,18
13229,133,1,30
8540,86,2,41
7743,78,4,44
1928,20,4,29
18669,187,2,70
350,4,3,51
17976,180,1,77
223,3,2,24
6030,61,5,31
19377,194,3,78
19341,194,1,42
9179,92,3,80
15015,151,4,16
2500,26,1,1
19907,200,4,8
15800,159,2,1
564,6,4,65
9774,98,3,75
10367,104,3,68
8089,81,4,90
16247,163,3,48
16179,162,3,80
3385,34,2,86
3933,40,2,34
7959,80,4,60
2707,28,2,8
2790,28,1,91
3446,35,3,47
15063,151,1,64
3535,36,1,36
10920,110,2,21
15820,159,2,21
15225,153,3,26
11931,120,3,32
19821,199,4,22
17731,178,2,32
7525,76,2,26
821,9,3,22
10255,103,3,56
18516,186,2,17
8278,83,1,79
8273,83,1,74
16188,162,3,89
19297,193,2,98
10889,109,4,90
9023,91,1,24
12018,121,1,19
7645,77,2,46
15439,155,3,40
16600,167,4,1
2833,29,4,34
11238,113,3,39
10372,104,1,73
7406,75,1,7
14742,148,3,43
19102,192,1,3
8240,83,2,41
11940,120,4,41
13569,136,4,70
17314,174,2,15
9979,100,2,80
19837,199,3,38
7768,78,2,69
17376,174,1,77
4095,41,4,96
2689,27,3,90
1189,12,4,90
9285,93,1,86
4845,49,1,46
5210,53,3,11
3990,40,4,91
8060,81,4,61
10565,106,1,66
5676,57,4,77
15804,159,4,5
10950,110,4,51
16274,163,3,75
15959,160,2,60
16365,164,2,66
14964,150,2,65
14317,144,1,18
14392,144,2,93
13487,135,4,88
3880,39,4,81
16221,163,4,22
19361,194,2,62
19366,194,2,67
4934,50,3,35
14731,148,4,32
19204,193,2,5
11975,120,2,76
7746,78,3,47
18655,187,1,56
5235,53,1,36
3945,40,2,46
10121,102,3,22
2164,22,1,65
2886,29,1,87
10109,102,1,10
8714,88,3,15
8708,88,4,9
17701,178,1,2
12573,126,1,74
5666,57,3,67
172,2,4,73
639,7,1,40
17451,175,2,52
14627,147,3,28
18671,187,3,72
13018,131,3,19
5065,51,1,66
9335,94,4,36
1548,16,4,49
7435,75,1,36
15624,157,1,25
10932,110,4,33
10024,101,2,25
15919,160,1,20
16771,168,4,72
11878,119,3,79
8919,90,2,20
19059,191,4,60
14302,144,2,3
8418,85,1,19
9026,91,2,27
2486,25,3,87
9322,94,3,23
9582,96,4,83
17313,174,3,14
10713,108,1,14
12282,123,3,83
15257,153,2,58
8257,83,4,58
12467,125,2,68
19567,196,4,68
16552,166,1,53
2024,21,3,25
1872,19,3,73
354,4,3,55
5360,54,1,61
14196,142,4,97
15371,154,4,72
1164,12,4,65
18041,181,2,42
18773,188,3,74
3395,34,3,96
14912,150,4,13
15220,153,4,21
3127,32,2,28
9694,97,2,95
8501,86,2,2
13915,140,3,16
9383,94,1,84
7160,72,2,61
10563,106,2,64
4354,44,3,55
17467,175,2,68
13449,135,1,50
3587,36,2,88
16926,170,3,27
16800,169,2,1
12564,126,3,65
10962,110,1,63
18026,181,1,27
10185,102,2,86
324,4,3,25
7890,79,4,91
5171,52,4,72
5648,57,3,49
6743,68,4,44
7398,74,2,99
3209,33,3,10
11267,113,1,68
12097,121,1,98
18206,183,3,7
14606,147,3,7
4752,48,4,53
8879,89,4,80
11356,114,5,57
2379,24,1,80
16738,168,2,39
14614,147,3,15
12361,124,5,62
8021,81,1,22
18722,188,3,23
6658,67,1,59
18499,185,4,100
8177,82,2,78
11620,117,3,21
7857,79,2,58
4421,45,4,22
1101,12,3,2
15212,153,1,13
13190,132,4,91
8609,87,3,10
8061,81,3,62
3250,33,4,51
12601,127,2,2
12332,124,1,33
3557,36,2,58
709,8,1,10
118,2,1,19
10214,103,4,15
4598,46,4,99
2042,21,4,43
7419,75,4,20
6130,62,5,31
18760,188,4,61
317,4,4,18
13755,138,1,56
5315,54,1,16
16995,170,4,96
6606,67,1,7
18971,190,2,72
5003,51,4,4
6523,66,4,24
9573,96,2,74
14421,145,3,22
4273,43,3,74
5739,58,4,40
18387,184,1,88
5470,55,4,71
5816,59,2,17
14432,145,4,33
87,1,2,88
7630,77,3,31
4163,42,2,64
3382,34,1,83
10917,110,4,18
403,5,1,4
4911,50,1,12
11542,116,2,43
11422,115,2,23
9365,94,3,66
2765,28,2,66
6378,64,3,79
2241,23,3,42
14697,147,3,98
3483,35,2,84
16098,161,1,99
6310,64,1,11
9219,93,2,20
10397,104,3,98
14233,143,1,34
5517,56,4,18
2436,25,4,37
4689,47,1,90
2594,26,4,95
9470,95,3,71
13378,134,1,79
6856,69,2,57
15604,157,3,5
18861,189,4,62
6654,67,1,55
1425,15,2,26
5027,51,2,28
5281,53,1,82
15073,151,3,74
1502,16,1,3
11061,111,3,62
9799,98,2,100
10667,107,1,68
18586,186,2,87
678,7,3,79
6673,67,4,74
5851,59,2,52
7194,72,4,95
10095,101,1,96
13852,139,4,53
12390,124,1,91
5053,51,1,54
1850,19,3,51
6522,66,3,23
1070,11,3,71
13217,133,3,18
6784,68,2,85
10672,107,1,73
2772,28,2,73
3392,34,1,93
1099,11,2,100
7378,74,1,79
11034,111,2,35
1749,18,2,50
418,5,2,19
15490,155,2,91
5819,59,1,20
18213,183,4,14
10139,102,2,40
17142,172,3,43
10491,105,3,92
17918,180,2,19
15692,157,2,93
19796,198,1,97
8400,85,3,1
13573,136,1,74
16361,164,3,62
11978,120,2,79
13474,135,4,75
4893,49,4,94
8720,88,4,21
8971,90,3,72
722,8,2,23
5176,52,4,77
10153,102,2,54
1860,19,1,61
18480,185,4,81
1687,17,3,88
8498,85,1,99
19091,191,3,92
1992,20,3,93
10524,106,4,25
16794,168,4,95
16229,163,2,30
14492,145,2,93
13935,140,4,36
6117,62,4,18
3459,35,2,60
13475,135,2,76
6567,66,4,68
18866,189,1,67
5670,57,2,71
9296,93,2,97
14380,144,1,81
2810,29,1,11
8949,90,4,50
5492,55,4,93
14171,142,2,72
12710,128,4,11
16949,170,2,50
574,6,2,75
8449,85,2,50
17897,179,3,98
17430,175,1,31
9232,93,1,33
17933,180,4,34
15723,158,2,24
3625,37,2,26
17875,179,1,76
17353,174,4,54
19015,191,1,16
8695,87,3,96
6354,64,3,55
10514,106,1,15
16557,166,3,58
848,9,3,49
2248,23,4,49
5616,57,3,17
8564,86,2,65
18978,190,4,79
16890,169,2,91
8118,82,1,19
5303,54,4,4
4052,41,1,53
12129,122,1,30
10923,110,2,24
13357,134,4,58
19111,192,4,12
4076,41,2,77
997,10,1,98
4332,44,1,33
9368,94,3,69
11586,116,1,87
551,6,4,52
17977,180,4,78
4372,44,3,73
3497,35,2,98
13285,133,4,86
12836,129,3,37
8032,81,1,33
1407,15,5,8
15314,154,1,15
18391,184,5,92
16689,167,1,90
15013,151,4,14
16146,162,2,47
18844,189,4,45
693,7,4,94
10725,108,1,26
5011,51,1,12
3443,35,4,44
9174,92,1,75
11501,116,1,2
4175,42,4,76
4222,43,3,23
8283,83,2,84
10458,105,3,59
16976,170,2,77
15567,156,2,68
19351,194,3,52
261,3,3,62
19311,194,2,12
11529,116,4,30
5497,55,4,98
16027,161,2,28
4016,41,2,17
3626,37,3,27
15009,151,1,10
445,5,1,46
6752,68,3,53
5111,52,2,12
3555,36,4,56
10386,104,3,87
7338,74,3,39
3367,34,1,68
18382,184,1,83
11059,111,1,60
2526,26,2,27
16303,164,1,4
13578,136,3,79
16519,166,2,20
1168,12,4,69
4144,42,3,45
7892,79,3,93
8276,83,1,77
3149,32,1,50
14795,148,3,96
880,9,1,81
6747,68,2,48
9408,95,4,9
7572,76,2,73
19573,196,1,74
1467,15,1,68
8154,82,2,55
17138,172,3,39
6537,66,1,38
12153,122,1,54
452,5,4,53
12518,126,1,19
18514,186,3,15
4137,42,3,38
3039,31,3,40
4150,42,3,51
13777,138,1,78
13541,136,2,42
16596,166,2,97
579,6,1,80
6571,66,4,72
12024,121,3,25
7467,75,1,68
17186,172,3,87
14703,148,4,4
867,9,1,68
16548,166,4,49
4157,42,1,58
6349,64,1,50
14081,141,1,82
17140,172,1,41
402,5,5,3
4428,45,3,29
10276,103,1,77
3057,31,1,58
10190,102,3,91
7060,71,3,61
164,2,1,65
16420,165,2,21
10390,104,4,91
12494,125,4,95
11347,114,3,48
12212,123,2,13
3317,34,4,18
12118,122,4,19
7865,79,3,66
14470,145,4,71
12126,122,3,27
6851,69,2,52
1847,19,1,48
17828,179,3,29
1334,14,2,35
8779,88,2,80
18835,189,3,36
16643,167,3,44
8945,90,1,46
11256,113,5,57
18679,187,2,80
6997,70,1,98
706,8,1,7
3491,35,4,92
4573,46,1,74
16625,167,3,26
7706,78,4,7
7054,71,4,55
5580,56,3,81
19228,193,2,29
3151,32,2,52
6617,67,2,18
4784,48,2,85
11991,120,1,92
4022,41,4,23
14513,146,2,14
9266,93,1,67
2607,27,1,8
16705,168,3,6
11630,117,1,31
9118,92,3,19
11502,116,2,3
15877,159,1,78
2429,25,3,30
246,3,3,47
3815,39,2,16
13727,138,2,28
17932,180,4,33
9089,91,3,90
2262,23,2,63
10438,105,2,39
835,9,4,36
8624,87,4,25
15806,159,2,7
1173,12,4,74
19800,199,3,1
6437,65,2,38
14999,150,3,100
12848,129,1,49
19067,191,4,68
15718,158,2,19
5289,53,1,90
15726,158,3,27
8098,81,4,99
4951,50,3,52
250,3,4,51
15162,152,1,63
7952,80,4,53
19805,199,3,6
7334,74,3,35
2793,28,4,94
13244,133,4,45
13289,133,1,90
7795,78,2,96
18526,186,2,27
3407,35,3,8
19870,199,2,71
11291,113,1,92
8625,87,2,26
16374,164,1,75
7422,75,2,23
8963,90,2,64
1997,20,4,98
4200,43,3,1
16076,161,4,77
17242,173,3,43
11326,114,1,27
5629,57,1,30
4002,41,4,3
19810,199,1,11
4753,48,4,54
19025,191,1,26
16123,162,4,24
17890,179,2,91
4196,42,1,97
9635,97,3,36
3681,37,4,82
3019,31,1,20
4310,44,3,11
7448,75,2,49
13300,134,4,1
3985,40,1,86
14936,150,3,37
9205,93,2,6
19229,193,1,30
2569,26,3,70
4402,45,2,3
4277,43,3,78
3666,37,3,67
8412,85,1,13
19910,200,4,11
2446,25,3,47
6821,69,1,22
13063,131,3,64
6520,66,2,21
17003,171,3,4
17569,176,1,70
8959,90,3,60
3172,32,4,73
1223,13,2,24
13801,139,3,2
12358,124,2,59
544,6,3,45
1204,13,3,5
14825,149,2,26
8613,87,1,14
9257,93,4,58
7242,73,1,43
2637,27,3,38
8761,88,2,62
13458,135,1,59
1388,14,4,89
18118,182,1,19
18738,188,4,39
877,9,4,78
10721,108,4,22
8388,84,2,89
98,1,4,99
11575,116,3,76
4379,44,2,80
11957,120,2,58
2803,29,4,4
11189,112,4,90
3908,40,3,9
10763,108,2,64
7688,77,2,89
13987,140,4,88
6496,65,3,97
18638,187,2,39
8447,85,4,48
19595,196,3,96
8075,81,1,76
6964,70,4,65
6479,65,1,80
4711,48,2,12
17256,173,1,57
13054,131,1,55
12476,125,4,77
989,10,3,90
18981,190,2,82
2682,27,1,83
14190,142,1,91
2508,26,2,9
14227,143,4,28
9702,98,4,3
4314,44,2,15
15450,155,4,51
13890,139,1,91
5356,54,4,57
6639,67,4,40
5972,60,2,73
9436,95,4,37
3734,38,1,35
14500,146,1,1
11196,112,4,97
12313,124,3,14
7787,78,4,88
18535,186,2,36
18759,188,3,60
10949,110,4,50
1876,19,1,77
14666,147,1,67
5262,53,4,63
8446,85,2,47
14504,146,4,5
12703,128,1,4
11163,112,3,64
5159,52,1,60
18208,183,3,9
15138,152,4,39
759,8,1,60
5481,55,3,82
654,7,1,55
5812,59,1,13
5288,53,2,89
2892,29,2,93
18728,188,1,29
5636,57,2,37
9612,97,1,13
3044,31,4,45
18250,183,1,51
10783,108,2,84
8520,86,2,21
16550,166,2,51
8445,85,1,46
7318,74,1,19
6159,62,3,60
14170,142,5,71
12569,126,3,70
6022,61,4,23
5092,51,3,93
11211,113,1,12
11221,113,3,22
18221,183,3,22
18803,189,2,4
15605,157,3,6
1131,12,4,32
11210,113,4,11
11137,112,2,38
3659,37,4,60
3326,34,2,27
9465,95,1,66
18203,183,1,4
2663,27,2,64
19176,192,3,77
5378,54,3,79
10012,101,1,13
9554,96,1,55
18115,182,2,16
5533,56,1,34
11673,117,3,74
4,1,4,5
4152,42,4,53
1927,20,3,28
17783,178,3,84
15259,153,3,60
10379,104,2,80
2880,29,4,81
5839,59,3,40
3381,34,1,82
9494,95,1,95
14395,144,1,96
4957,50,1,58
13028,131,2,29
16916,170,4,17
17806,179,3,7
11305,114,3,6
5720,58,3,21
13321,134,2,22
17285,173,2,86
942,10,4,43
3235,33,3,36
3257,33,2,58
17439,175,1,40
17240,173,2,41
8368,84,4,69
8627,87,3,28
13151,132,1,52
308,4,4,9
1565,16,1,66
12156,122,2,57
6727,68,4,28
2135,22,4,36
14462,145,1,63
10861,109,4,62
18801,189,2,2
14133,142,2,34
14167,142,2,68
3874,39,1,75
17516,176,1,17
7393,74,4,94
2276,23,1,77
7072,71,3,73
12817,129,4,18
15116,152,1,17
17556,176,2,57
18881,189,3,82
2623,27,4,24
15765,158,3,66
12764,128,2,65
8534,86,2,35
19171,192,3,72
231,3,1,32
8371,84,3,72
13177,132,1,78
737,8,1,38
2838,29,3,39
13879,139,2,80
8216,83,3,17
15916,160,2,17
18851,189,1,52
18921,190,4,22
15932,160,4,33
5705,58,1,6
13887,139,2,88
9513,96,2,14
5935,60,4,36
10187,102,4,88
6495,65,3,96
755,8,1,56
13469,135,3,70
19412,195,4,13
8119,82,1,20
8992,90,1,93
17438,175,2,39
17359,174,1,60
6200,63,2,1
15633,157,1,34
